instance ./inteam 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-11-4s-3.txt 0.36 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-3s-1.txt 0.74 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-4s-4.txt 0.42 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-5.txt 0.28 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-6-6-6.txt 0.00999999999999 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-4s-8.txt 1.35 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-1s-1.txt 0.63 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-2s-10.txt 0.28 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-12-3s-2.txt 0.76 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-5-6-7.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-1.txt 0.15 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-5-6-5.txt 0.01 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-5-5-2.txt 0.01 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-4s-7.txt 0.29 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-4s-4.txt 0.92 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-4-6-2.txt 0.0 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-5-6-2.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-3-6-8.txt 0.0 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-4-6-1.txt 0.01 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-4s-8.txt 0.84 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-2s-1.txt 0.42 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-1s-4.txt 0.19 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-2s-3.txt 0.21 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-12-4s-2.txt 0.57 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-4s-4.txt 0.4 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-6-6-8.txt 0.03 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-2s-8.txt 0.17 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-12-4s-3.txt 0.42 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-4s-12.txt 0.59 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-9.txt 0.29 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-5-6-9.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-7-6-7.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-4-6-10.txt 0.01 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-11-1s-1.txt 0.55 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-4.txt 0.33 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-11-3s-3.txt 0.88 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-3-6-4.txt 0.0 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-4s-8.txt 0.31 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-1s-3.txt 0.34 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-7.txt 0.52 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-4s-6.txt 0.88 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-2s-11.txt 0.44 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-4s-14.txt 0.43 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-6-6-10.txt 0.01 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-10-3s-6.txt 0.75 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-4s-11.txt 0.34 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-5-6-10.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-4s-14.txt 0.35 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-7-6-9.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-1s-3.txt 0.28 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-4s-10.txt 0.33 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-11.txt 0.22 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-6-0-1.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-4-6-9.txt 0.0 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-6-6-2.txt 0.02 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-9-2s-7.txt 0.48 
/home/julius/.dropbox_duke/Dropbox/programming/cpp/HidokuSatSolver/competitionenvironment/hidokus/hidoku-8-3s-16.txt 0.34 
